PANGAEA sample id	Station.label	Layer	polar	lower.size.fraction	upper.size.fraction	Event.date	Latitude	Longitude	Depth.nominal	Ocean.region	Temperature	Oxygen	ChlorophyllA	Carbon.total	Salinity	Gradient.Surface.temp(SST)	Fluorescence	CO3	HCO3	Density	PO4	PAR.PC	NO3	Si	Alkalinity.total	Ammonium.5m	Depth.Mixed.Layer	Lyapunov	NO2	Depth.Min.O2	NO2NO3	Nitracline	Brunt.Väisälä	Iron.5m	Depth.Max.O2	Okubo.Weiss	Residence.time
TARA_B110000110	TARA_175	SRF	polar	0.22	3	2013-07-10T03:58:00	79.2233	66.3435	5	[AO] Arctic Ocean (MRGID:1906)	1.365705	369.289812	1.019477	0.21605	34.264755	1.0604	2.134432	0.01385	0.0054	27.429195	0.063634	79.822933	2.150477	0.523062	0.01165	0.000589373	374	0	0.001	322	0.3685	377	34	0.00109338	13		0
TARA_B110000112	TARA_175	MIX	polar	0.22	3	2013-07-10T11:00:00	79.2026	66.4827	199	[AO] Arctic Ocean (MRGID:1906)	1.47689	296.228	0.008083		34.8814	1.8938	2.51048			27.91825	0.730535	0.000212	11.691602	4.994604		0.000589373	231	0	0.019	154	11.508	44	3	0.00109338	26		0
TARA_B110000122	TARA_175	MIX	polar	0.22	3	2013-07-11T06:13:00	79.3349	66.2954	NA	[AO] Arctic Ocean (MRGID:1906)	1.025705	314.71675	0.514823	0.0912	34.691775	1.6875	2.380822	0.0125	0.0043	27.839725	0.35669	0.151267		1.74362	0.0055	0.000589373	355	0	0.0475	404	2.5925		22	0.00109338	29		0
TARA_B110000200	TARA_163	MES	polar	0.22	3	2013-06-10T08:38:00	76.1246	1.3648	499	[AO] Arctic Ocean (MRGID:1906)	0.099535	315.37205	0		34.94578	1.1058	2.250862			28.05824		0.000227	13.010683			0.014557052		0.058176		104		607	573	0.000874157	584	-0.007624	3.277778
TARA_B110000204	TARA_178	SRF	polar	0.22	3	2013-07-15T02:11:00	77.1604	73.2057	5	[AO] Arctic Ocean (MRGID:1906)	1.325833	348.196667	0.119264	0.023975	34.142392	3.0358	2.15788	0.00305	0	27.333308	0.047034	174.469782		0.244154	0.0034	0.003428314	16	0	0.008333	310	0.278		25	0.001328503	28	-0.040917	0
TARA_B110000206	TARA_180	DCM	polar	0.22	3	2013-07-18T08:27:00	74.8283	76.2096	30	[AO] Arctic Ocean (MRGID:1906)	-1.533492	356.223917	0.509085	0.6226	33.646092		6.974842	0	0.0112	27.072625	0.482771	3.869806		8.877352	0	0.003474399	11	0	0.075667	34	2.080833		5	0.001387656	23	0.010402	3.777778
TARA_B110000233	TARA_188	SRF	polar	0.22	3	2013-08-15T00:30:00	78.2518	91.8557	5	[AO] Arctic Ocean (MRGID:1906)	-1.649738	388.303875	1.417326	1.68195	32.950844	2.8604	2.853854	0	0.2274	26.511331	0.216027	82.927971		0.465648	0.0316	0.002257904	27	0	0.074	27	0.513		20	0.001304139	14	-0.072783	0
TARA_B110000235	TARA_188	DCM	polar	0.22	3	2013-08-15T07:54:00	78.3555	91.6084	17	[AO] Arctic Ocean (MRGID:1906)	-1.647244	373.061	1.375654	1.7308	33.436706	2.8604	2.982844	0	0.1738	26.906337	0.307592	13.783597		0.851791	0.0164	0.002257904	27	0	0.124	27	1.227		20	0.001304139	14	-0.072783	0
TARA_B110000253	TARA_189	SRF	polar	0.22	3	2013-08-27T01:53:00	77.9028	117.1545	5	[AO] Arctic Ocean (MRGID:1906)	0.10149	363.6485	0.815481		28.82053		5.496034			23.11621		36.980174				0.000620584	150	0		1010			6	0.001270051	13		0
TARA_B110000255	TARA_189	DCM	polar	0.22	3	2013-08-27T11:40:00	77.9668	116.6556	20	[AO] Arctic Ocean (MRGID:1906)	-0.607125	371.05845	0.892787		32.726735	0.68124	4.162668			26.29815		5.979815				0.000620584	499	0		618			5	0.001270051	13		0
TARA_B110000257	TARA_189	MES	polar	0.22	3	2013-08-28T00:47:00	78.0391	116.4105	299	[AO] Arctic Ocean (MRGID:1906)	1.59404	293.889	0		34.92558	3.8218	2.592579			27.94409		0.000272				0.000620584	499	0		844			4	0.001270051	16		0
TARA_B110000283	TARA_191	SRF	polar	0.22	3	2013-09-02T22:37:00	71.5955	160.9383	5	[AO] Arctic Ocean (MRGID:1906)	1.48885	340.44375	0.431723	0.05735	28.41685		6.44771	0.0039	0.0083	22.7306	1.195806	4.612347		19.646147	0.00085	0.000260443		0	0.07525		1.06325			0.001360622		-0.089788	2.777778
TARA_B110000303	TARA_196	SRF	polar	0.22	3	2013-09-14T17:30:00	71.8895	-154.9101	5	[AO] Arctic Ocean (MRGID:1906)	2.5694	336.04075	0.485962	0.22775	28.60925	1.3129	4.533623	0.00885	0.00425	22.8182	0.430504	30.661175	1.604622	2.822912	0.02025	0.0284539	14	0	0.0865	173	0.4235	43	21	0.000241071	27		0
TARA_B110000436	TARA_210	MES	polar	0.22	3	2013-10-27T16:30:00	61.5754	-55.9846	391	[AO] Arctic Ocean (MRGID:1906)	4.791395	271.8744	0	0.0023	34.939595	0.64044	2.284852	0.0011	0.0024	27.65512	0.851461	0.000362	16.017641	4.07817	0	0.035179306	274	0.078105	0.134	317	9.908	73	79	0.000208521	13	0.215913	0
TARA_B110000442	TARA_210	SRF	polar	0.22	3	2013-10-27T10:16:00	61.5427	-55.9869	5	[AO] Arctic Ocean (MRGID:1906)	5.295265	293.84675	0.613636	0.1275	34.212769	0.82664	2.274721	0.04545	0.0063	27.017281	0.511975	26.400442	8.286479	2.252584	0.00775	0.035179306	147	0.078105	0.31575	135	5.8035	95	82	0.000208521	14	0.215913	0
TARA_B110000457	TARA_209	SRF	polar	0.22	3	2013-10-23T10:25:00	64.7127	-53.0106	5	[AO] Arctic Ocean (MRGID:1906)	2.496125	323.901563	0.825917		32.603119	3.0908	2.723684			26.011175		6.417754	6.131005			0.029433576	17	0		498		498	94	0.000488831	15	-0.050291	5.666667
TARA_B110000465	TARA_209	MES	polar	0.22	3	2013-10-23T17:36:00	64.7	-52.996	351	[AO] Arctic Ocean (MRGID:1906)	4.20173	273.02835	0	0.0102	34.59923	0.89078	2.548801	0.0019	0.009	27.448865		0.000362	10.622333		0	0.029433576	17	0		424		426	89	0.000488831	14	-0.050291	5.666667
TARA_B110000481	TARA_206	SRF	polar	0.22	3	2013-10-12T11:09:00	70.9574	-53.5989	5	[AO] Arctic Ocean (MRGID:1906)	1.445315	328.54665	0.771475	0.1842	32.08329		2.515363	0.0607	0.0084	25.673125	0.220883	25.803359	3.615087	1.04231	0.02145	0.022793755	231	0	0.128	249	1.24175	55	58	0.000494336	13		0
TARA_B110000494	TARA_206	MES	polar	0.22	3	2013-10-12T18:02:00	70.9433	-53.5127	411	[AO] Arctic Ocean (MRGID:1906)	3.03554	230.0861	0		34.50669		3.097493			27.488995		0.000362	13.409788			0.022793755	205	0		472		505	35	0.000494336	15		0
TARA_B110000501	TARA_180	SRF	polar	0.22	3	2013-07-18T02:04:00	74.8023	76.1478	5	[AO] Arctic Ocean (MRGID:1906)	2.507887	357.164917	0.547446	0.085767	22.980169		19.191431	0.003333	0.006183	18.339325	0.238302	63.66473		11.775524	0.005267	0.003474399	11	0	0.014667	34	0.247333		5	0.001387656	23	0.010402	3.777778
TARA_B110000857	TARA_208	SRF	polar	0.22	3	2013-10-20T10:34:00	69.1136	-51.5086	5	[AO] Arctic Ocean (MRGID:1906)	3.1965	303.326	0.39292	0.08585	32.99175	1.5239	2.6962	0.0221	0.01	26.265	0.312072	2.751917	1.791002	0.819597	0.0072	0.020453628	141	0	0.1665	316	1.916	342	112	0.000453137	13	-0.016382	0
TARA_B110000875	TARA_205	SRF	polar	0.22	3	2013-10-08T12:15:00	72.4693	-71.892	5	[AO] Arctic Ocean (MRGID:1906)	-0.479225	353.1935	1.1319	0.8194	31.99537		3.112706	0	0.08155	25.7008	0.560568	31.503042	3.880872	0.298067	0.00315	0.018947516	239	0.113334	0.0895	983	0.411	51	47	0.000596423	16	0.189964	0
TARA_B110000901	TARA_201	SRF	polar	0.22	3	2013-09-30T15:02:00	74.2987	-85.7806	5	[AO] Arctic Ocean (MRGID:1906)	-1.32986	368.52475	0.79676	0.3843	30.70185		3.00669	0.0088	0.071	24.678167	0.526245	20.479241	3.75923	2.062045	0.0038	0.000747411	20	0	0.0775	506	1.328	44	29	0.000958759	13		0
TARA_B110000906	TARA_201	DCM	polar	0.22	3	2013-09-30T22:33:00	74.3386	-85.6208	36	[AO] Arctic Ocean (MRGID:1906)	-0.409335	343.877833	0.879487	0.5729	31.947283		3.403455	0	0.0445	25.654808	0.6443	0.546445	5.355932	4.087196	0	0.000747411	150	0	0.025	146	2.133	42	8	0.000958759	13		0
TARA_B110000966	TARA_194	DCM	polar	0.22	3	2013-09-12T03:59:00	73.3275	-168.8142	35	[AO] Arctic Ocean (MRGID:1906)	-0.987833	396.848083	0.544297	0.2799	31.56495	1.8125	3.843304	0	0.0212	25.370225	0.866194	4.803126	0	5.566842	0.0017	0.002943427	14	0	0.441	81	1.9045	39	10	0.000713809	25		0
TARA_B110000969	TARA_194	SRF	polar	0.22	3	2013-09-11T20:00:00	73.3833	-168.1333	5	[AO] Arctic Ocean (MRGID:1906)	-0.585333	368.662625	0.404899	0.0658	27.442	2.2379	2.417638	0.0037	0	22.016175	0.361653	71.887758	0	1.424261	0.0032	0.002943427	33	0	0.126	74	0.2285	61	4	0.000713809	26		0
TARA_B110000975	TARA_193	SRF	polar	0.22	3	2013-09-08T02:45:00	71.0704	174.9916	5	[AO] Arctic Ocean (MRGID:1906)	2.4534	339.4475	0.58652	0.1744	29.0291	2.0072	2.524221	0.0072	0.002	23.1614	1.614977	74.279057	0	30.149509	0.0031	0.006029853	17	0	0.125	35	6.2695	30	25	0.000702537	27		0
TARA_B110001435	TARA_155	SRF	polar	0.22	3	2013-05-24T05:36:00	54.5305	-16.9377	5	[NAO] North Atlantic Ocean (MRGID:1912)	11.09547	271.064125	0.772148	0.1019	35.32522	0.54836	1.773811	0.01065	0.02345	27.01156	0.401861	178.103734	4.467439	0.967928	0.00735	0.007189205	64	0.101888	0.237125	720	8.035625	561	37	0.000426156	16	0.157922	0
TARA_B110001437	TARA_155	DCM	polar	0.22	3	2013-05-25T09:07:00	54.5451	-16.7943	40	[NAO] North Atlantic Ocean (MRGID:1912)	10.79018	266.473125	0.789471	0.0298	35.335155	0.28477	1.814179	0.0044	0.0121	27.07531	0.566253	14.280855	7.129639	3.554362	4.00E-04	0.007189205	31	0.101888	0.071	743	10.158	1021	32	0.000426156	16	0.157922	0
TARA_B110001444	TARA_158	SRF	polar	0.22	3	2013-06-03T07:31:00	67.141	0.2355	5	[AO] Arctic Ocean (MRGID:1906)	8.47447	311.7827	1.174328	0.1674	35.145165	0.2687	1.888199	0.02345	0.00185	27.314165	0.356899	207.933573	5.218798	4.012069	0	0.023701385	11	0.121118	0.13475	451	5.1155	1033	5	0.000599484	13	0.189385	0
TARA_B110001446	TARA_158	DCM	polar	0.22	3	2013-06-03T15:27:00	67.161	0.3964	25	[AO] Arctic Ocean (MRGID:1906)	6.73489	304.0473	0.764172	0.0482	35.15072	1.4377	1.946281	0.0165	0	27.572895	0.709183	30.74362	8.063879	4.95809	0.0021	0.023701385	10	0.121118	0.309	46	11.784	519	7	0.000599484	14	0.189385	0
TARA_B110001467	TARA_163	SRF	polar	0.22	3	2013-06-09T07:39:00	76.1825	1.3918	5	[AO] Arctic Ocean (MRGID:1906)	1.899612	363.000813	2.780097		34.888656	0.38918	2.258868			27.890469	0.290483	84.13911	4.980653	4.18531		0.014557052	111	0.058176	0.101	91	2.7725	996	25	0.000874157	14	-0.007624	3.277778
TARA_E500000176	TARA_025	DCM	non polar	0.22	1.6	2009-11-23T13:52	39.3991	19.3997	50	[MS] Mediterranean Sea (MRGID:1905)	15.181967	229.908917	0.134028		38.489083	2.035	1.845			28.626442				1.354		0.002326648	31	0	0.1055	785	0.3595		44	0.001387952	39	0.369749	0
TARA_S200002603	TARA_022	DCM	non polar	0.22	1.6	2009-11-16T14:53	39.5705	17.4101	30	[MS] Mediterranean Sea (MRGID:1905)	16.974267	221.551583	0.168962	0.0587	37.963867	0.29299	1.646667	0.07465	0.0082	27.797967	0.010725			1.59855	0.0032	0.001792418	37	0	0.025075	707	0.029		59	0.001388038	13	0.054261	0
TARA_X100000009	TARA_011	SRF	non polar	0.22	1.6	2009-10-04T08:30	41.6686	2.7996	9	[MS] Mediterranean Sea (MRGID:1905)																0.009132409		0						0.001387775			0
