PANGAEA sample id	BioSamples_ID	ENA_ID	MetaG/MetaT	Station	Layer	Size_fraction	Size_fraction_name	Used_in_OM-RGC.v1 (Sunagawa_et_al_2015)	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_R100000081	SAMEA2620014	ERS488813	MetaG	38	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000482	SAMEA2620094	ERS488929	MetaG	39	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000501	SAMEA2620120	ERS488959	MetaG	39	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000479	SAMEA2620078	ERS488892	MetaG	39	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000458	SAMEA2620227	ERS489084	MetaG	41	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000455	SAMEA2620210	ERS489059	MetaG	41	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000152	SAMEA2620273	ERS489148	MetaG	42	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000149	SAMEA2620256	ERS489113	MetaG	42	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000388	SAMEA2620360	ERS489257	MetaG	45	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000406	SAMEA2620384	ERS489285	MetaG	46	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000426	SAMEA2620421	ERS489332	MetaG	48	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000234	SAMEA2620588	ERS489603	MetaG	52	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000231	SAMEA2620565	ERS489552	MetaG	52	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000365	SAMEA2620668	ERS489729	MetaG	56	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000353	SAMEA2620663	ERS489724	MetaG	56	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000278	SAMEA2620755	ERS489867	MetaG	58	DCM	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000329	SAMEA2620783	ERS489904	MetaG	62	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000315	SAMEA2620852	ERS490026	MetaG	64	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000306	SAMEA2620824	ERS489996	MetaG	64	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000322	SAMEA2620812	ERS489943	MetaG	64	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001198	SAMEA2620925	ERS490120	MetaG	65	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001230	SAMEA2620879	ERS490053	MetaG	65	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000908	SAMEA2620967	ERS490180	MetaG	66	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000900	SAMEA2620947	ERS490142	MetaG	66	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000951	SAMEA2620991	ERS490204	MetaG	67	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000995	SAMEA2621061	ERS490320	MetaG	68	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000963	SAMEA2621010	ERS490245	MetaG	68	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000988	SAMEA2621033	ERS490285	MetaG	68	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001039	SAMEA2621107	ERS490388	MetaG	70	MES	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001015	SAMEA2621085	ERS490346	MetaG	70	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001082	SAMEA2621173	ERS490494	MetaG	72	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001086	SAMEA2621191	ERS490522	MetaG	72	MES	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001079	SAMEA2621151	ERS490452	MetaG	72	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001129	SAMEA2621229	ERS490610	MetaG	76	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001132	SAMEA2621247	ERS490648	MetaG	76	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001126	SAMEA2621213	ERS490557	MetaG	76	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001163	SAMEA2621285	ERS490704	MetaG	78	DCM	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001143	SAMEA2621300	ERS490727	MetaG	78	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001224	SAMEA2621271	ERS490676	MetaG	78	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000544	SAMEA2621448	ERS490953	MetaG	82	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000541	SAMEA2621416	ERS490900	MetaG	82	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000935	SAMEA2621502	ERS491016	MetaG	84	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R100001377	SAMEA2621548	ERS491107	MetaG	85	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R100001244	SAMEA2621564	ERS491123	MetaG	85	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R100001369	SAMEA2621528	ERS491063	MetaG	85	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R100001443	SAMEA2622142	ERS491897	MetaG	100	DCM	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001530	SAMEA2622166	ERS491930	MetaG	100	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001440	SAMEA2622112	ERS491851	MetaG	100	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001463	SAMEA2622242	ERS492035	MetaG	102	DCM	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001480	SAMEA2622212	ERS491995	MetaG	102	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001460	SAMEA2622190	ERS491955	MetaG	102	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001510	SAMEA2622357	ERS492198	MetaG	109	DCM	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001509	SAMEA2622331	ERS492160	MetaG	109	SRF	lt-0.22	Virus enriched	Used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000655	SAMEA2622497	ERS492376	MetaG	111	DCM	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000656	SAMEA2622517	ERS492399	MetaG	111	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000654	SAMEA2622473	ERS492342	MetaG	111	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000664	SAMEA2622705	ERS492714	MetaG	122	DCM	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000687	SAMEA2622685	ERS492692	MetaG	122	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000657	SAMEA2622667	ERS492657	MetaG	122	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001594	SAMEA2622752	ERS492797	MetaG	123	MIX	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100001591	SAMEA2622725	ERS492748	MetaG	123	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000700	SAMEA2622810	ERS492877	MetaG	124	MIX	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000697	SAMEA2622788	ERS492843	MetaG	124	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000808	SAMEA2622852	ERS492941	MetaG	125	MIX	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000805	SAMEA2622832	ERS492903	MetaG	125	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000742	SAMEA2623309	ERS493684	MetaG	137	DCM	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000750	SAMEA2623327	ERS493718	MetaG	137	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000734	SAMEA2623290	ERS493651	MetaG	137	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000781	SAMEA2623385	ERS493803	MetaG	138	DCM	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000789	SAMEA2623403	ERS493835	MetaG	138	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R100000773	SAMEA2623365	ERS493767	MetaG	138	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Non polar
TARA_R110002012	SAMEA4396515	ERS1307964	MetaG	155	DCM	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002020	SAMEA4396489	ERS1307938	MetaG	155	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002003	SAMEA4396441	ERS1307890	MetaG	155	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002050	SAMEA4396988	ERS1308437	MetaG	158	DCM	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002051	SAMEA4397023	ERS1308472	MetaG	158	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002049	SAMEA4396941	ERS1308390	MetaG	158	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002060	SAMEA4397091	ERS1308540	MetaG	163	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002033	SAMEA4397051	ERS1308500	MetaG	163	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002073	SAMEA4397174	ERS1308623	MetaG	168	DCM	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002074	SAMEA4397215	ERS1308664	MetaG	168	MIX	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002072	SAMEA4397118	ERS1308567	MetaG	168	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002096	SAMEA4397295	ERS1308744	MetaG	173	DCM	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002095	SAMEA4397255	ERS1308704	MetaG	173	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002094	SAMEA4397409	ERS1308858	MetaG	175	MIX	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002110	SAMEA4397330	ERS1308779	MetaG	175	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002111	SAMEA4397363	ERS1308812	MetaG	175	MIX	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002124	SAMEA4397445	ERS1308894	MetaG	178	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110000868	SAMEA4397489	ERS1308938	MetaG	180	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002126	SAMEA4397536	ERS1308985	MetaG	180	MIX	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110000851	SAMEA4397627	ERS1309076	MetaG	188	DCM	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110000850	SAMEA4397586	ERS1309035	MetaG	188	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110000823	SAMEA4397722	ERS1309171	MetaG	189	DCM	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110000824	SAMEA4397747	ERS1309196	MetaG	189	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110000822	SAMEA4397666	ERS1309115	MetaG	189	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110000803	SAMEA4397772	ERS1309221	MetaG	191	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110000796	SAMEA4397815	ERS1309264	MetaG	193	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110000787	SAMEA4397920	ERS1309369	MetaG	194	DCM	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110000782	SAMEA4397859	ERS1309308	MetaG	194	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110000772	SAMEA4397948	ERS1309397	MetaG	196	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110000744	SAMEA4398083	ERS1309532	MetaG	201	DCM	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110000751	SAMEA4398001	ERS1309450	MetaG	201	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110000737	SAMEA4398027	ERS1309476	MetaG	201	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110000765	SAMEA4398168	ERS1309617	MetaG	205	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110000764	SAMEA4398111	ERS1309560	MetaG	205	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002167	SAMEA4398238	ERS1309687	MetaG	206	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110002153	SAMEA4398193	ERS1309642	MetaG	206	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110001632	SAMEA4398266	ERS1309715	MetaG	208	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110001599	SAMEA4398360	ERS1309809	MetaG	209	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110001606	SAMEA4398315	ERS1309764	MetaG	209	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110001583	SAMEA4398432	ERS1309881	MetaG	210	MES	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_R110001592	SAMEA4398387	ERS1309836	MetaG	210	SRF	lt-0.22	Virus enriched	Not_used_in_OM-RGC.v1	Used_for_OM-RGC.v2 (current work)	Not_used_for_profiling (current work)	Polar
TARA_X100000009	SAMEA3905024	ERS1092158	MetaT	11	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_A200000327	SAMEA2619639	ERS488291	MetaT	15	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_A200000369	SAMEA2619647	ERS488299	MetaT	16	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_A100000165	SAMEA2619669	ERS488332	MetaT	18	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_A100000220	SAMEA2619691	ERS488364	MetaT	19	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_S200002603	SAMEA2619750	ERS488456	MetaT	22	DCM	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_E500000176	SAMEA2619784	ERS488511	MetaT	25	DCM	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_A100001401	SAMEA2619804	ERS488547	MetaT	31	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_A100001026	SAMEA2619822	ERS488573	MetaT	32	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_A100001195	SAMEA2619861	ERS488625	MetaT	33	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000315	SAMEA2619970	ERS488769	MetaT	37	MES	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000071	SAMEA2620035	ERS488849	MetaT	38	MES	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000091	SAMEA2620085	ERS488920	MetaT	39	DCM	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000101	SAMEA2620102	ERS488941	MetaT	39	MES	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000089	SAMEA2620061	ERS488875	MetaT	39	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000120	SAMEA2620180	ERS489021	MetaT	40	MES	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000110	SAMEA2620125	ERS488964	MetaT	40	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
"TARA_B100000116,B100000112,B100000114,B100000118"	"SAMEA2620158,SAMEA2620136,SAMEA2620147,SAMEA2620169"	"ERS488999,ERS488977,ERS488988,ERS489010"	MetaT	40	MIX	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
